#visible_distance(float) space view_sector(float)
100 135
#sequence of units
#2D_position(float;float) space 2D_direction(float;float)
-1603.47;-1111.26 -2.57073;-2.72027
1541.8;-816.218 -2.6809;3.33949
305.768;-849.874 -3.82534;-2.21244
1540.77;-762.029 2.2454;-4.99695
-398.199;-1035.25 -1.89016;-3.54762
-785.923;-260.791 -1.36738;3.0755
-1228.53;-970.82 0.344401;3.38984
130.667;-385.356 -3.68831;-4.86511
11.2383;1328.82 -4.44334;3.26075
-97.3256;-962.245 1.09088;2.07724
542.765;1443.82 -4.37559;4.37651
-295.524;114.904 -0.9859;-4.65941
-727.325;1268.55 -3.49025;4.04752
433.879;-1026.15 1.8685;0.384076
243.94;-1404.98 4.38994;0.186316
976.928;-1765.31 3.94284;-3.58821
-1544.86;694.963 3.04102;-0.840632
545.846;-6.33496 0.0340281;2.35191
-1301.45;377.625 2.47154;-0.112461
1452.05;1106.39 4.70733;-0.919065
-1318.38;1312.55 -1.19587;4.19797
1505.4;1561.58 2.80145;-2.09769
1511.93;-1366.58 -4.59166;3.42616
1305.2;654.277 1.18763;-4.72808
-220.203;1474.47 -4.71526;1.26759
1149.98;-973.935 1.77816;3.77499
-290.664;129.08 4.69665;2.87805
-1582.78;-656.328 -4.21781;-0.648976
-1049.18;255.957 -1.94845;0.226905
-247.607;-1541.73 -0.783257;4.77386
811.423;1750 4.03806;3.69747
1385.54;-235.524 -0.339519;-0.625477
196.388;1474.69 3.00409;-0.0614948
-1347.85;-910.415 4.26481;-4.97955
-1298.97;1785.05 -4.40733;-4.03287
-529.168;1503.08 -0.990478;-1.65914
-1384.94;-204.452 2.62413;-0.480819
-1094.69;974.077 -0.78692;-0.796686
981.589;357.214 -3.77255;-4.34965
703.199;1621.06 1.28742;-4.55992
549.659;-901.088 2.22587;-0.410626
-48.9724;-1699.9 -4.25199;3.82626
-992.1;-151.615 3.76644;-4.16227
-1685.07;-1313.61 1.47114;-2.69677
791.41;-1402.18 -3.79482;3.52321
-1702.7;1225.36 1.20075;-1.54073
-1294.37;1765.92 3.24;-2.00064
1526.25;301.241 -1.69271;-0.746941
-880.693;429.816 4.29106;-1.30116
408.146;679.992 4.79583;-3.00958
1357.43;106.697 3.13624;3.2342
-1384.23;-1352.56 0.562304;-3.44722
-1083.54;-553.736 -2.20756;-2.2512
36.9812;867.197 3.90316;-1.12751
-1206.63;-435.269 1.64968;3.51985
-1759.23;-624.304 3.27174;-4.34141
-1258.73;1396.49 -4.14823;-0.191198
1755.84;-1624.52 0.286722;0.37553
399.399;1738.91 2.93237;2.96319
-323.955;736.848 3.99075;-4.53276
1632.08;-1423.44 1.69393;1.7687
-1619.44;314.558 -3.64437;-4.1644
-82.0192;-1432.14 3.34376;-0.949889
-1363.04;1142.09 -0.956297;-1.43361
-326.362;-1449.83 -1.12568;-0.477462
1412.54;37.1593 1.41285;-1.09424
-1107.45;974.972 -2.30094;3.89492
43.33;-400.361 -0.224463;2.48619
870.657;-143.084 -2.46849;-0.781732
945.059;-1230.32 -2.09342;3.80459
-1742.59;546.287 -4.47844;-4.50926
-908.07;-351.995 -1.19984;0.947447
-346.133;-447.607 0.636158;-1.49281
-423.973;-1035.78 -2.32139;-3.43226
529.142;1651.66 -2.70837;-1.039
1020.95;-740.93 -3.74966;-4.88769
169.074;646.404 0.239723;-2.20481
485.844;1230.13 -1.78365;-3.70296
1504.49;807.04 0.69628;-2.19413
-1228.4;-1690.87 -3.97061;4.8352
924.137;-1466.51 3.72738;1.4919
-838.381;1308.82 -1.09882;-3.58913
-527.57;1119.55 -3.12067;-4.84375
-350.326;-1007.99 2.05985;-0.089572
501.504;-1104.58 0.0645466;-0.739922
-447.887;985.521 -2.74163;-4.10611
827.92;-1242.65 -3.30805;-4.97894
-431.698;-713.708 4.53337;1.32557
-274.703;676.571 -3.94955;-2.73247
-1193.01;1521.23 -4.79064;0.547349
1359.14;783.198 -3.0575;3.53847
-808.526;360.337 -3.83877;2.50816
337.637;52.9554 2.56554;-0.564745
-109.49;633.356 -4.68169;4.23826
-1102.02;1267.93 -3.35414;0.224463
-870.325;59.2937 -1.57521;0.577563
241.936;1252.87 0.821711;-1.31153
-129.874;-132.822 -2.95465;0.150914
-1100.42;-887.965 3.27479;-0.774102
-1351.45;266.335 -2.17521;-2.40532
-856.559;-326.301 -1.386;-1.79403
-979.594;1540.74 2.99463;2.03543
-695.884;-1580.16 -0.992004;0.567186
1271.19;409.88 2.13095;1.81234
676.305;-406.286 -3.43165;2.67113
-501.838;-1138.08 -4.83642;-4.54161
-367.583;-1427.76 -3.01813;1.40217
-278.497;1350.41 -3.36695;-1.07624
787.613;785.938 4.39421;-0.479599
609.721;445.776 1.19678;-0.946532
-315.837;1557.14 -2.45994;-2.73736
-1277.7;-1052.12 0.390179;3.31385
225.185;-1002.66 -2.8692;0.194555
979.962;-200.749 0.631275;-4.23063
1669.32;-1298.08 4.48302;3.3108
-82.0498;1616.67 2.481;-0.690786
-210.081;70.9641 1.40217;1.38813
692.001;-205.274 1.14917;4.1232
-1321.98;-1511.07 1.31733;-4.41374
633.603;-49.5303 -1.74642;2.42821
-941.77;-170.943 1.66219;-3.69991
-5.65845;-622.996 4.82726;-0.554064
712.696;-420.914 -2.49199;2.25944
-553.198;1335.94 -4.42412;0.629139
-1480.35;1594.77 -3.55251;-4.11771
1420.34;822.061 4.38688;-4.86297
-702.737;1526.75 4.72686;4.87732
1682.58;-330.703 1.08509;-4.43663
1682.83;-412.088 4.62767;0.0920134
-1667.17;-37.1492 -0.556505;3.91201
265.467;-1575.61 3.10144;-0.382549
1155.22;-388.135 -3.56197;3.82321
252.672;-265.257 1.65212;-0.861385
790.557;199.431 2.7578;-0.948363
-1305.65;-354.167 -2.53227;-1.46413
-717.543;14.7761 4.56145;-1.80837
-18.472;-280.991 -4.19553;4.73693
386.346;-648.607 -3.51558;-4.34568
1344.29;-226.387 3.61873;0.817133
368.424;1140.2 -4.10001;-1.10614
-942.92;-407.731 4.44945;1.35426
-537.077;229.575 -1.57674;1.88437
-1619.6;-645.349 4.55321;4.02554
235.143;-1651.43 4.6704;4.84619
358.214;-1191.2 0.28367;-2.53716
-333.435;934.282 -1.73269;0.222327
-815.06;-1455.75 -3.27235;-4.6469
-1532.79;-674.202 -4.89319;4.90631
98.6509;-0.255371 -2.41386;-3.2107
699.743;-1324.48 3.85586;-1.28407
778.62;873.224 -3.6932;2.87225
456.469;960.212 -2.28599;-0.876949
14.933;-667.704 -1.53218;-0.437178
-907.618;214.998 -2.57866;2.22831
60.4241;279.722 -4.58953;-3.21741
-588.464;-110.753 -4.48424;-0.0126653
-613.838;331.654 -0.87817;3.76705
312.146;-1141.72 1.84164;3.68923
-782.411;1608.75 -1.6332;0.664235
-1461.61;-428.501 0.305948;3.6813
465.778;912.637 -3.92758;-3.61049
800.465;1606.96 -3.11182;-4.65453
1097.46;976.182 -2.04001;2.72546
-276.694;665.028 -1.10309;1.3274
569.297;492.79 2.42729;4.67254
94.615;-417.651 -4.52208;0.00991869
1333.06;-464.4 1.68233;-2.94733
-1004.05;1474.89 -0.627918;0.241554
818.192;388.829 4.12534;-2.6397
-449.03;-1615.57 -0.0776696;2.31193
406.912;526.803 -2.01773;4.86297
-1429.2;-1606.06 -2.66686;-4.82116
1555.83;905.342 -3.81283;-4.04691
1085.96;-1458.97 -1.82333;-0.0535598
-938.847;-225.671 2.51579;-4.24924
-1051.17;-485.5 2.15171;-0.412152
1122.57;-1532.87 -1.03351;-4.0463
-644.556;-729.298 0.0910978;4.92615
349.05;-659.517 4.39573;-1.05976
991.958;-1391.49 3.21924;-3.14325
1216.96;-787.601 4.39818;-1.8804
304.442;-1091.81 3.66024;4.82879
-1463.52;1299.46 2.44163;4.53459
1411.11;-1342.28 -3.80428;1.56667
-926.252;-371.371 2.24906;-0.288248
157.92;-1400.99 1.27308;4.04996
886.577;1602.15 1.43086;4.76501
1401.18;-929.945 -0.737785;0.738701
-634.66;149.751 -3.63124;-4.25535
644.239;-592.509 -4.03623;-4.94995
164.709;350.686 -1.65273;-4.75829
-1161.71;-607.114 -0.631886;-4.91394
-151.574;-1003.71 0.938292;0.237586
1190.52;-533.587 -2.33909;-0.39201
-357.179;-1100.75 -1.36799;-3.79452
117.53;-281.586 -1.51723;0.263833
-15.532;-887.211 -3.27906;-2.53655
981.983;919.992 -0.563524;0.0666828
-1239.2;244.688 2.43278;3.77438
-646.337;1082.51 -0.154881;-1.88223
-297.254;-1216.78 -2.68792;3.1988
991.043;553.031 3.75851;0.587024
-1561.27;-309.346 0.854671;1.19526
-15.564;-618.261 4.21323;-2.06473
1417.52;-1435.1 -4.61119;-4.02646
-491.264;-36.1724 -1.26148;-1.60451
-153.724;1506.71 2.20969;0.0947599
524.664;-1239.23 -3.88485;-2.30461
-898.101;-1564.35 -1.03931;-1.67684
646.194;-544.394 4.38322;-4.96399
-33.4041;-123.432 -1.73299;1.72811
-137.614;-974.604 0.0984221;-4.682
-274.418;1424.07 -2.38121;-1.96432
183.503;-1544.67 -1.15711;-2.38212
90.4429;-1278.72 0.503098;-1.77053
-736.777;-688.518 -3.01996;-0.0849943
-594.769;1124.4 -1.21326;-0.596789
519.554;-864.781 4.66399;0.0672932
1351.61;-852.787 -3.64956;3.86166
1139.03;-1505.94 0.0962858;3.03919
1561.23;1438.71 3.97031;4.47203
-217.281;375.099 -4.9646;4.37681
328.575;-118.998 -4.55016;-3.73379
1437.28;-1211.14 1.55324;-0.0648518
-351.67;868.422 -4.9942;4.29258
268.79;1396.49 0.042573;1.85507
672.992;889.936 -4.10153;-2.28507
1286.29;-271.082 -1.52364;0.788751
1589.14;-644.42 0.314188;0.16831
821.562;-1029.35 2.91436;4.37773
-909.374;580.839 0.500351;-3.64345
-626.699;-1404.26 -0.739006;1.97745
-220.155;-1337.19 1.14612;4.90753
-1137.13;559.183 -3.72616;-4.3643
118.008;-607.586 3.01691;-2.52953
306.435;366.976 -0.17838;-2.68059
-1355.7;-425.215 -2.16483;4.07193
-1268.55;-784.93 -1.61;2.38853
-1004.68;166.246 4.41618;4.71404
689.347;-981.337 -0.157628;-0.674917
639.762;-858.375 -3.95291;-2.77276
924.321;-544.113 -0.575121;-4.29075
-440.869;-969.255 -0.876339;1.37288
669.004;165.143 -0.973388;0.445723
-1214.12;589.216 3.03003;-0.806757
962.024;-1410.77 -2.31437;2.23991
343.366;-1511.55 1.27216;1.61336
-439.089;-744.601 3.34834;4.32463
788.129;1041.86 3.86258;1.29353
855.988;-218.666 -4.12564;-4.56297
-244.337;1440.45 0.950804;1.72933
964.597;947.049 1.29933;-2.95465
-586.324;1412.46 -2.29301;2.60521
-1564.21;-177.6 -2.66259;-3.1753
1174.94;-971.56 0.455794;1.39393
-1002.12;576.596 0.142369;-1.6155
-304.961;482.269 4.05728;1.20991
-1251.21;-1010.3 2.31498;-2.75658
-796.868;-671.909 0.540636;4.90936
-872.012;299.034 2.15934;3.05841
-1141.74;-1558.09 -1.01154;-4.55748
308.656;1393.02 4.19279;-1.90085
447.285;-556.5 -3.33369;2.45659
1266.96;36.9684 0.90167;1.97623
834.132;379.765 1.40889;-4.85687
239.44;-255.216 -4.24986;2.61528
414.987;-1516.87 -4.75005;1.3451
-1323.6;1007.54 -2.56066;3.4872
-533.492;1066.84 -0.692007;2.90399
-659.505;742.447 -4.5877;-2.91925
1116.34;1027.67 -0.0837736;-2.73614
-1396.31;-110.62 -3.38618;4.63317
-820.388;976.585 -3.99228;-4.67803
877.721;492.539 3.49788;2.10196
531.811;-1131.04 -2.25303;-4.46898
-715.689;-1449.74 3.28486;2.39647
1314.81;414.868 -3.5876;4.24894
123.111;482.591 -1.53005;3.85067
769.998;-645.505 -4.46959;2.34275
1244.07;1279.86 -1.41865;4.95148
-71.2012;-92.6603 3.25739;-1.96127
-1288.17;-1348.65 3.1869;-4.68505
699.197;930.617 -3.9877;-3.97549
-40.7213;-247.474 -3.84762;2.91375
-809.061;580.757 3.36085;2.80053
333.743;-958.919 1.1507;-2.44926
981.546;-214.553 4.14579;-1.71926
121.378;1205.11 -1.58284;0.590075
-169.893;1471.08 3.87265;3.6465
358.419;-162.577 2.75903;0.929441
-163.313;-546.044 3.3401;-4.55504
-940.971;1059.56 2.81304;-2.77123
1091.18;-67.2852 -1.47542;-4.05667
86.5594;-56.6953 1.55293;-3.61202
1095.53;-1119.78 1.71224;-0.270547
958.552;-1271.81 -1.95242;-1.72994
-390.127;1198.51 3.88119;-3.43806
-570.636;-648.266 0.468612;-3.31904
792.022;-1045.97 -1.66433;0.47502
401.724;988.948 0.348369;-3.40541
481.91;392.821 -4.41221;-4.87396
-1172.21;-488.742 -1.91305;-2.37053
1325.08;-174.559 -0.508286;-4.59838
-419.026;1002.11 -0.288248;3.7756
833.286;1259.68 4.62371;-4.73571
1142;652.458 4.88342;-0.630055
1142.08;1293.55 4.91791;1.85873
1002.8;77.8143 -3.8461;1.32588
901.414;1287.97 3.54762;-4.14121
1406.06;-844.486 -0.523545;-2.39372
-294.999;165.057 4.05911;-1.92648
306.516;-1119.04 -4.03928;1.95181
-158.203;1231.29 2.75262;2.29545
889.963;51.3485 4.88159;4.85809
-637.726;-281.148 2.31742;4.40336
294.575;830.375 -2.0629;0.800043
636.972;-582.646 -3.28761;-2.28629
-131.407;-777.463 4.75707;1.71133
1174.26;972.664 -2.6986;4.58342
692.581;413.787 -0.341655;-3.29188
-93.007;1168.2 0.233619;4.25871
-488.82;-1089.73 -0.344096;-1.93136
804.91;87.6644 -4.92248;-3.02149
63.9089;-1328.91 3.71822;3.45668
-1145.34;1104.74 4.70428;4.32676
746.284;-977.913 3.27631;4.40001
-559.876;774.823 -3.58119;-4.16807
683.876;491.794 3.98068;1.01611
-904.188;-1396.88 4.34477;1.82058
159.247;522.211 -1.28986;2.98975
-388.538;-352.02 3.05506;2.5164
1407.91;25.0721 1.82943;-3.20154
-1443.44;1084.66 2.45689;3.39534
845.813;-166.818 4.69543;-0.809809
1085.2;-1405.81 3.92331;-3.21711
-424.176;-960.036 2.41691;-3.09168
-676.04;502.257 -2.32444;-0.289773
-669.24;1148.64 1.86209;2.66991
-212.996;-861.813 1.41743;-1.98813
-1181.3;1262.32 0.915708;-2.60918
550.747;595.071 0.216834;-3.32087
-644.115;-1073.22 -1.01306;-1.33686
-1416.58;-142.503 -2.36106;-3.53816
-1009.76;884.999 -1.23218;-4.51811
341.861;-636.135 -1.87063;-3.28059
-1141.19;-930.861 -0.759758;-0.77868
177.524;-257.704 0.646229;4.52178
1011.89;766.197 -0.0654621;0.860469
559.919;1308.37 3.54366;0.00198364
730.634;1458.26 -3.56319;4.46196
118.822;-1441.36 0.704215;-2.04245
-129.605;911.727 -2.85272;-3.1045
-208.564;66.9794 -1.07837;-4.29807
-105.13;405.503 1.28681;3.81832
479.059;141.079 -3.46522;-2.83441
1203.03;-1119.4 -1.84378;1.89779
1088.04;-545.248 3.30866;3.24854
-102.966;-256.052 -2.35618;-2.70898
-117.908;990.67 1.56789;-1.57949
-426.974;-1038.3 1.98202;0.369732
-887.498;-929.707 -1.41987;3.57448
3.87915;1376.02 -1.24348;-3.30287
1215.56;-499.885 0.189062;-4.87426
870.182;775.518 -4.83673;4.25535
-427.295;550.104 -4.30448;0.36668
-3.60168;-164.567 3.51802;-3.08039
-1167.35;-795.519 3.99228;-0.93585
695.418;-299.685 -1.98996;4.18882
531.555;-820.429 0.945005;1.31581
-926.289;187.972 2.71569;-2.84204
812.211;361.372 -1.97256;1.64724
824.67;-1097.63 0.851009;0.747246
123.772;-1156.88 2.20145;-0.633717
569.88;860.679 -4.71801;2.17795
-1276.1;357.548 -2.94794;-4.83551
-642.753;908.068 0.28367;-4.30143
1255.45;699.589 -4.83093;3.96756
-746.733;-125.198 4.54405;3.56197
1429.1;-114.094 1.78091;4.03653
1228.62;-684.31 -4.57427;3.2519
-1080.26;695.365 -0.364849;2.32109
538.061;975.546 4.47264;0.959044
-798.906;380.007 -4.86541;-3.94009
-232.185;-575.784 4.16562;1.30787
-639.106;-1375.16 -4.2819;0.633411
-858.902;-458.242 -4.06674;3.33399
242.481;-1381.66 -1.50716;3.66329
-1257.2;1210.6 -0.590991;2.70867
-1233.91;1303.76 0.118565;-4.635
1084.19;257.106 2.93725;0.218055
722.009;-1396.78 -2.06015;-4.84893
-306.184;-239.541 -4.66765;-3.51222
-507.507;-51.8898 2.36961;4.48057
-400.218;188.966 -1.11164;2.96014
1006.58;393.662 0.519273;-4.0405
894.21;-35.9287 3.63247;-0.879696
356.38;-730.995 1.08539;-1.30299
-107.983;651.594 2.83654;-4.02615
-1160.82;515.025 0.479904;-0.0981169
-825.52;-341.647 -0.2266;-4.22788
1303.35;575.232 0.213477;2.73736
850.727;-1024.54 -4.27488;-2.0098
-329.313;884.97 -4.47142;0.420698
230.863;-1405.23 -0.759148;1.55171
-506.277;-660.856 -4.7177;-3.42341
-254.755;253.717 -3.35627;3.30653
1329.49;594.757 3.07917;1.83767
459.431;-1233.54 3.78933;2.7575
-407.064;-227.374 -0.346843;-3.3047
-334.071;630.324 -0.925779;3.03613
-1282.9;-873.09 -3.49818;0.603199
138.185;-915.361 -2.30766;-1.87002
1328.67;956.194 0.768609;-2.67327
-69.1019;-950.184 -2.85546;-3.64101
-309.17;-482.683 1.37501;-3.45332
-496.252;1402.53 3.99411;0.101474
1317.01;75.048 -3.59615;1.70888
705.737;380.204 1.87674;1.77175
1362.52;231.679 1.73269;4.12687
505.717;-400.301 0.757012;-3.95474
468.132;1208.35 0.915708;3.33308
-861.414;-1133.94 -2.56279;-1.6628
400.726;1180.47 -3.68313;3.68069
136.241;-367.906 -2.68609;-0.473495
80.338;-1195 1.49342;-2.80572
-468.168;981.315 -2.61284;-3.06574
366.862;1255.49 4.82696;2.67388
615.227;178.34 0.51683;1.55049
789.467;473.289 4.40794;1.04266
1050.78;529.15 0.932188;1.50899
-563.351;-1307.8 4.16776;-3.04834
-73.9926;-1344.9 0.987732;1.81539
-1245.01;-659.685 1.26209;-3.3694
-466.759;-1384 -0.827509;0.323039
540.044;-245.051 4.70275;1.98874
-842.054;-95.6216 -0.632802;-0.0401316
1317.56;-446.293 -4.7589;0.966063
349.177;1124.29 1.35273;-2.79504
-817.34;-409.325 -3.49849;4.13724
-1341.47;-163.637 2.56645;-3.18537
925.228;-114.594 -2.63756;-2.44041
655.498;-346.567 1.11194;2.79962
-921.783;-705.646 -4.40886;1.87857
-231.931;-307.263 0.015717;-4.34873
-881.589;-335.217 2.72546;-2.32383
-502.565;-389.184 2.73431;-4.1818
-10.0365;663.119 0.205848;-2.92596
1023.27;813.62 -0.0856047;3.43318
-126.846;-885.152 -3.23969;1.58498
-501.859;1133.82 -2.60216;4.28861
-497.642;1041.05 -2.96411;-3.78689
-87.9077;-505.229 -4.51811;2.06442
317.048;-318.469 1.48152;-0.191809
303.698;-492.626 -0.574816;-3.19575
235.09;-802.38 -2.52007;1.66433
66.2911;1072.88 1.20716;-0.35844
732.672;-1106.78 1.7336;4.37315
332.554;-773.21 2.53441;3.77651
562.759;1104.75 3.89309;2.92474
-755.189;1052.19 -0.901364;1.70186
766.107;-1069.29 1.44398;0.0596638
1216.71;593.421 -3.91385;-1.31855
-903.111;1130.81 -4.16349;-2.12943
-727.009;-822.069 4.93439;2.47429
1134.12;-1249.75 -0.128025;-4.34721
1309.04;114.757 1.33808;-0.687429
-910.718;-1178.38 -3.66939;4.00754
-453.679;-286.284 4.51109;-3.87143
-115.661;-114.173 -2.14103;-4.80895
128.788;-983.11 -2.30979;-0.970031
-761.637;-836.98 -1.89962;-0.280923
-1245.2;903.979 -0.103916;-1.97317
-477.384;1348.27 4.07865;-0.783563
30.589;814.291 -1.06128;-1.99088
832.611;-642.714 -0.170446;-4.48119
-728.318;787.679 -4.32371;-4.02829
553.443;-1.02686 1.2862;-3.97488
-226.13;851.857 -0.476852;4.49309
1328.25;26.0458 2.40837;-4.70183
719.024;222.925 -4.79278;1.45833
503.061;-1030.33 2.5689;2.91742
-1065.82;171.354 0.778375;-3.95993
-1238.58;134.503 -4.81628;-2.4218
-995.495;502.508 -3.13532;0.921812
987.973;-123.849 -2.40349;-2.55303
-437.37;413.459 -2.81732;0.775933
-1246.14;22.4657 2.2103;-3.24122
-1274.29;1010.94 0.293741;-3.01019
1317.88;505.273 -1.12934;-1.32801
-183.269;-1190.62 2.61101;-1.35762
80.6102;-947.445 -1.50105;4.36857
-1267.63;-414.935 2.65893;-0.269021
192.435;525.108 -2.02536;-1.59566
996.172;-788.104 -3.42006;2.64733
-912.42;1269.23 -3.73165;0.314188
-821.665;832.033 4.8941;-2.09494
20.1124;-863.699 1.82424;2.45994
1201.83;-923.541 0.503403;0.115208
-672.001;-229.065 1.19373;4.13327
510.393;481.484 -2.04672;0.213782
583.113;698.178 -1.08295;1.90786
-322.721;456.083 3.93826;3.93735
-96.4812;965.255 -1.34266;-3.75973
-163.954;-960.499 -0.940428;-3.44997
723.74;-836.606 -4.41771;4.32218
1071.98;-275.281 0.83575;3.82076
-191.534;1008.84 -0.00137329;-0.81988
508.51;-584.922 -2.04398;-0.751823
1.56396;-411.56 2.23258;-4.9704
1244.4;1122.34 -4.20774;-2.46086
-428.631;-589.433 -1.23585;-1.12445
560.097;-654.52 3.15455;4.33409
320.194;-47.0555 -0.389264;-1.63747
-496.443;1254.03 0.298929;2.18284
251.046;-691.823 -3.04254;-4.12137
-354.721;-356.397 -1.81326;2.77398
-312.122;-571.034 -4.95727;-1.09424
188.5;-27.2813 -1.00909;-4.59166
-158.03;-85.6016 1.28895;-3.37947
644.72;-735.545 -2.1456;1.72719
-887.483;1293.26 -1.31336;2.74834
1206.98;655.245 -4.10184;-3.31141
146.596;-498.029 -0.573901;4.66124
847.302;854.913 4.47844;-4.20652
-1013.66;208.246 -0.218055;-1.26698
943.211;96.1459 0.694754;-1.43696
560.649;926.11 -3.75637;1.9393
-1165.13;660.522 4.14884;-1.73574
712.772;793.966 2.90063;-0.292215
-132.784;-723.823 4.95025;-2.11264
-274.708;-1042.96 0.073092;0.0221257
1240.49;-725.54 2.97571;2.37205
563.014;-262.394 4.19675;3.77255
-464.153;1042.11 -1.62313;-2.9165
-275.194;-1241.15 -1.04694;1.35701
1066.18;-680.872 3.33827;2.54082
-920.848;-902.716 -2.34458;-4.46745
-957.779;118.786 -4.91638;-4.60936
-65.8712;641.902 -3.12067;0.518662
25.8816;602.795 0.13596;-4.36369
46.9105;-1152.81 1.34571;-2.65343
-782.94;-1072.39 -0.17716;0.113377
1221.33;457.475 0.0544758;-4.53795
-222.606;482.723 -2.96319;2.2158
-737.891;-214.242 3.66695;0.576953
-910.116;124.516 4.24162;-2.12699
-137.581;194.202 3.13837;-1.22944
966.902;-677.326 2.72973;-2.22312
-1012.1;-1255.18 -0.39903;-3.15943
54.5066;-724.359 3.13105;-4.14243
-619.909;569.211 -4.50285;-1.09424
-251.081;763.795 -2.82891;4.01028
-718.699;-870.4 -3.03797;-0.742668
-196.08;514.114 0.677664;3.07154
-664.939;-1171.95 -2.54448;1.45955
-422.978;-680.654 -2.16117;0.0462351
-389.958;1004.04 2.64641;3.70235
-969.896;-988.427 -3.28822;1.58467
-504.142;-772.009 -3.45607;0.401471
37.7355;1042.68 -4.02066;3.70785
439.41;-1065.65 -1.11805;0.0526447
430.903;-911.182 2.95892;-2.21519
-1109.42;641.978 3.75027;-0.669424
1003.18;997.417 2.85913;2.75903
-243.062;3.10986 -0.521409;3.44172
193.612;-698.453 -0.711539;3.62514
-99.0096;-530.389 -0.230873;2.72485
-824.959;-1194.94 -3.98709;-3.84518
-304.516;-1155.8 -3.92117;-4.49553
-311.845;362.398 -0.0352488;-2.12485
-241.979;5.76953 1.25294;-2.80908
-292.716;-1113.63 -4.50285;-4.70733
529.534;652.982 4.40703;-4.36857
-547.788;423.449 -0.103611;-2.62841
-328.273;-348.916 -2.94;2.71447
171.901;719.612 0.13596;-4.73998
-229.563;-1098.46 0.518662;2.21702
761.013;407.958 0.88702;-1.73299
-1141.11;-715.451 4.50713;3.90988
-308.294;-769.501 3.77407;-3.91293
1215.16;676.624 -2.94763;3.90774
-280.074;-687.29 -2.116;-2.71996
1085.15;1038.37 -4.38353;1.27094
464.45;42.9171 1.52455;3.99503
-939.296;-465.36 -0.521103;0.856197
-1209.59;-504.094 -4.76989;2.94702
-1167.65;1170.06 3.36879;2.41966
-623.059;-143.939 -3.97885;2.64519
-654.49;708.269 2.34977;-4.03256
831.044;-466.415 2.91223;-3.13135
-339.028;321.583 -2.04947;3.3578
-522.312;-794.381 3.66726;4.39238
-844.262;-915.058 -4.45036;-3.84884
794.666;-496.633 2.81121;4.96429
485.136;-1156.19 3.00653;-0.285195
-859.203;254.896 0.884579;1.53157
562.171;-702.704 0.544908;3.57112
-362.15;-1183.2 4.95361;-1.28224
-933.007;-445.006 1.88711;-1.99942
1008.76;-264.367 0.365459;-2.45109
-152.867;1206.56 -3.36604;-3.10602
866.33;-1022.54 3.75942;-3.5696
408.404;685.489 3.90103;-3.14722
-1181.87;-906.354 -2.67876;-1.62679
-1134.66;283.656 -2.80267;2.54143
-156.029;-1016.96 4.29411;4.4705
1128.57;1120.18 0.562914;-1.71163
934.527;-144.501 -4.26695;3.62392
-813.347;125.709 -4.05271;-4.06186
-1.66589;521.338 -1.48335;-1.47938
811.859;691.425 1.84561;-1.04694
140.329;-914.228 4.60143;-2.13919
1192.57;525.071 3.17896;2.7636
-308.2;974.41 1.53157;4.83245
1053.82;465.364 2.42821;1.37165
-460.779;-581.748 4.19645;1.83737
779.353;244.792 2.01773;0.200354
1041.06;1020.83 -2.16269;1.47145
-291.125;614.769 -2.05344;-4.80255
-545.383;-359.171 2.30735;3.74691
550.946;-259.24 4.67315;-1.81448
-653.848;77.6672 -2.42302;-0.428938
-348.167;733.36 1.2447;-1.53645
-1026.36;-145.306 0.493637;0.4738
-774.768;-963.058 -1.3152;0.659657
-935.952;-985.268 2.78832;4.58159
622.291;144.723 -1.37745;-1.16901
-148.103;-638.401 0.334025;-1.15467
355.536;419.232 3.17652;-3.18262
831.754;428.493 3.65352;-2.48192
765.576;588.706 -3.91263;4.84069
811.095;-643.17 -0.323344;-3.12098
-543.194;-825.522 -4.89807;2.3574
637.518;-601.884 4.74944;-3.78689
521.542;-649.961 -4.39604;-2.83929
-926.104;820.326 -1.11072;-4.96551
-145.323;609.052 -4.50163;0.731986
860.533;498.021 1.29658;-3.4344
-670.609;-898.759 1.34388;-0.159459
-1033.89;83.5793 -2.89087;-2.53777
-151.614;-1100.48 -4.26542;4.39756
-170.3;-962.583 -4.58861;3.79086
-519.543;1026.81 -4.06522;1.55629
-877.045;993.336 -1.50685;3.25434
-1020.82;1135.07 3.76095;-3.93582
425.404;343.075 2.35466;3.67
483.04;437.963 -3.287;-3.13562
1103.14;977.989 -1.53279;-2.30583
-522.275;-783.825 0.360271;-0.0532546
-261.506;1114.65 -3.21986;3.80093
574.751;-1114.63 1.97073;-2.55028
-906.688;817.273 -0.0221257;3.50703
660.18;825.431 -4.60295;3.01263
-18.3019;-784.697 -1.01215;4.84863
540.352;-326.122 -2.79229;3.37611
164.72;209.025 -0.26017;2.10868
435.52;-866.164 4.06919;-3.76614
538.893;933.97 1.17176;1.79312
467.241;1138.64 1.3802;4.33561
-79.256;404.443 4.48851;4.85748
-893.762;-1096.54 3.15455;-4.16349
-535.625;232.824 3.67;-4.81811
-1112.49;-659.919 3.15241;0.900449
368.035;-165.005 -2.77215;4.30204
775.051;366.516 -2.73583;4.55077
-419.658;74.1155 1.2154;2.37907
-1126.37;-47.3802 -2.85577;-4.2288
-300.003;-930.112 3.48262;-4.56725
873.451;-409.132 -4.90875;2.85943
612.022;1023.72 -0.814081;-1.1861
